id,folio,customer_id,service_type,ticket_type,status,priority,channel,titulo,descripcion,assigned_to,assigned_at,escalated_to,escalated_at,resolution_notes,resolved_at,closed_at,sla_deadline,sla_breached,tags,metadata,created_at,updated_at,client_name,contract_number
3cf12fe2-841f-4176-b4ba-12eb16fb4b0d,CEA-2025-001003,null,aclaraciones,ACL,esperando_cliente,media,presencial,Aclaración de cargo por consumo excesivo,Usuario solicita revisión de su recibo por consumo inusualmente alto,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""consumo_alto"",""aclaracion"",""recibo""]","{""periodo"":""Oct-Nov 2025"",""municipio"":""Querétaro"",""numero_contrato"":""QRO-45678"",""consumo_promedio"":""8m3"",""consumo_facturado"":""35m3""}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
98addfa8-bc7f-4375-845a-9d9d211c254f,CEA-2025-001004,null,contratacion_cambio,CON,abierto,media,presencial,Solicitud de nueva toma en El Marqués,Ciudadano solicita instalación de nueva toma de agua para construcción de vivienda,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""nueva_toma"",""el_marques"",""vivienda""]","{""direccion"":""Fracc. Real Solare Mz 15 Lt 8"",""municipio"":""El Marqués"",""factibilidad"":""pendiente"",""tipo_servicio"":""doméstico""}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
13cccd24-8c8c-45bd-b028-84a2aa9df065,CEA-2025-001006,null,pago_recibo,PAG,abierto,alta,web_chat,Pago no aplicado en sistema,Usuario realizó pago en Oxxo pero no se refleja en el sistema de CEA,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""pago"",""oxxo"",""no_reflejado""]","{""monto"":""384.50"",""fecha_pago"":""2025-11-16"",""referencia"":""CEA987654321"",""establecimiento"":""Oxxo 5 de Febrero""}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
f30dce67-1a84-4364-929a-3e55e28816f2,CEA-2025-001007,null,revision_recibo,REV,en_proceso,alta,telefono,Medidor dañado por vandalismo,Reporte de medidor dañado presuntamente por vandalismo en colonia San Pablo,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""medidor"",""vandalismo"",""dañado""]","{""colonia"":""San Pablo"",""municipio"":""Querétaro"",""levantar_acta"":true,""numero_medidor"":""QRO-MED-78945"",""requiere_reemplazo"":true}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
5cd605c1-27d9-45ac-8c08-a46c5ba0c88b,CEA-2025-001008,null,actualizar_caso,ACT,esperando_cliente,media,email,Solicitud de ajuste tarifario,Empresa solicita cambio de tarifa de doméstica a comercial,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""cambio_tarifa"",""comercial"",""empresa""]","{""giro"":""cafetería"",""tarifa_actual"":""doméstica"",""numero_contrato"":""QRO-COM-1245"",""tarifa_solicitada"":""comercial"",""documentos_requeridos"":[""RFC"",""licencia_funcionamiento""]}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
cfd80adb-a8f5-4f9f-b162-5bb89c063d9d,CEA-2025-001009,null,reportes_fugas,FUG,en_proceso,urgente,whatsapp,Fuga en San Juan del Río zona centro,"Fuga visible en calle Juárez esquina con Hidalgo, pérdida considerable de agua",null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""fuga"",""san_juan_rio"",""centro""]","{""tipo_via"":""calle"",""municipio"":""San Juan del Río"",""ubicacion"":""Juárez esq. Hidalgo"",""nivel_urgencia"":""alto"",""cuadrilla_asignada"":""Cuadrilla 3""}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
0b341e74-cab8-45c8-b498-4e6bb5f5a7fa,CEA-2025-001010,null,asesor_humano,URG,resuelto,baja,telefono,Consulta sobre programa de tandeo,Ciudadano solicita información sobre horarios de tandeo en su colonia,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""tandeo"",""horarios"",""informacion""]","{""dias"":""lunes a domingo"",""colonia"":""El Pueblito"",""municipio"":""Corregidora"",""horario_tandeo"":""6:00 AM - 10:00 PM""}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
aeab694a-7258-46dd-a281-434132c8a770,CEA-2025-001011,null,recibo_digital,DIG,abierto,media,app_movil,Recibo digital no disponible,Usuario no puede acceder a su recibo digital desde el portal de CEA,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""recibo_digital"",""portal"",""acceso""]","{""error"":""timeout"",""navegador"":""Safari iOS"",""intento_acceso"":""2025-11-18 09:30"",""numero_contrato"":""QRO-34567""}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
c82c0941-e900-4f29-a693-b3da2495db41,CEA-2025-001012,null,actualizar_caso,ACT,en_proceso,alta,presencial,Reconexión de servicio Pedro Escobedo,Solicitud de reconexión de servicio después de pago de adeudo,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""reconexion"",""pedro_escobedo"",""adeudo_pagado""]","{""municipio"":""Pedro Escobedo"",""fecha_pago"":""2025-11-17"",""corte_realizado"":""2025-10-15"",""numero_contrato"":""PED-9876"",""adeudo_liquidado"":""2,450.00""}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
cb9249b7-3d20-4b90-859d-6d8945e64a7b,CEA-2025-001013,null,reportes_fugas,FUG,escalado,alta,email,Presión baja en fraccionamiento Jurica,Vecinos reportan baja presión de agua en todo el fraccionamiento,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""presion_baja"",""jurica"",""fraccionamiento""]","{""municipio"":""Querétaro"",""posible_causa"":""bomba"",""casas_afectadas"":85,""fraccionamiento"":""Jurica"",""requiere_revision_sistema"":true}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
c284b8d2-adfa-4ae7-a0b2-68f8d5033f98,CEA-2025-001014,null,reportes_fugas,FUG,esperando_interno,urgente,telefono,Reporte de toma clandestina en Amazcala,Vecinos reportan posible toma clandestina en construcción abandonada,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""toma_clandestina"",""amazcala"",""denuncia""]","{""localidad"":""Amazcala"",""municipio"":""El Marqués"",""ubicacion"":""Calle sin nombre s/n"",""requiere_inspeccion"":true,""coordinacion_policia"":true}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
ac49b005-5391-4d6a-bc22-6eea1874ebfe,CEA-2025-001015,null,actualizar_caso,ACT,abierto,media,presencial,Actualización de datos de propietario,Cambio de propietario por compra-venta de inmueble en Tequisquiapan,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""cambio_propietario"",""tequisquiapan"",""compraventa""]","{""municipio"":""Tequisquiapan"",""contrato_actual"":""TEQ-5432"",""propietario_nuevo"":""Roberto Sánchez"",""propietario_anterior"":""María González"",""escrituras_presentadas"":true}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
0dac9e5b-3ecc-4e46-a7e4-fc63320c1bb1,CEA-2025-001016,null,asesor_humano,URG,en_proceso,urgente,presencial,Solicitud de pipas por desabasto,Comunidad rural solicita apoyo con pipas debido a desabasto prolongado,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""pipas"",""comunidad_rural"",""desabasto""]","{""localidad"":""El Saucillo"",""municipio"":""Cadereyta"",""pipas_requeridas"":2,""duracion_estimada"":""5 días"",""familias_beneficiadas"":45}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
d294fe18-4257-4dfe-aa30-b399a8ac442c,CEA-2025-001017,null,aclaraciones,ACL,abierto,media,web_chat,Facturación incorrecta por días,Usuario reporta que se le facturaron más días del periodo correspondiente,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""facturacion"",""dias_incorrectos"",""recalculo""]","{""numero_contrato"":""QRO-23456"",""diferencia_cobro"":""67.50"",""periodo_correcto"":""30 días"",""periodo_facturado"":""35 días""}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
cffcb795-b58d-44bd-b8d8-44aab31bfbcd,CEA-2025-001018,null,reportes_fugas,FUG,en_proceso,alta,app_movil,Fuga en red secundaria Corregidora,"Reporte de fuga en tubería secundaria, afecta presión en 20 viviendas",null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""fuga"",""red_secundaria"",""corregidora""]","{""colonia"":""Vista Real"",""municipio"":""Corregidora"",""tipo_tuberia"":""secundaria"",""diametro_tuberia"":""4 pulgadas"",""viviendas_afectadas"":20}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
2ba69cdf-cc1e-4195-bc6f-902322b3d19a,CEA-2025-001019,null,pago_recibo,PAG,esperando_cliente,media,presencial,Convenio de pago por adeudo,Usuario solicita establecer convenio de pago para liquidar adeudo acumulado,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""convenio"",""adeudo"",""facilidades""]","{""adeudo_total"":""4,850.00"",""meses_adeudo"":6,""numero_contrato"":""QRO-67890"",""enganche_propuesto"":""1,200.00"",""propuesta_parcialidades"":4}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
22359df6-8334-4dbe-a90c-803245972e8f,CEA-2025-001020,null,revision_recibo,REV,resuelto,baja,telefono,Verificación de medidor inteligente,Usuario solicita verificación de funcionamiento de medidor inteligente recién instalado,null,null,null,null,null,null,null,2025-11-19 08:00:59.20654+00,false,"[""medidor_inteligente"",""verificacion"",""nuevo""]","{""municipio"":""Querétaro"",""funcionamiento"":""correcto"",""numero_medidor"":""SMART-QRO-1523"",""fecha_instalacion"":""2025-11-10"",""lecturas_transmitidas"":true}",2025-11-18 08:00:59.20654+00,2025-11-18 08:00:59.20654+00,null,null
549f153d-6d49-49c1-9c99-e3ef2452e329,TKT-2025-931467,null,recibo_digital,FUG,abierto,alta,telefono,Fuga Ibero,Fuga Ibero,null,null,null,null,null,null,null,2025-11-19 08:02:11.746468+00,false,[],{},2025-11-18 08:02:11.746468+00,2025-11-18 08:02:11.746468+00,null,null
60337ba0-f782-4f03-98c3-8ea3387b3c2f,TKT-2025-962826,null,reportes_fugas,FUG,abierto,alta,telefono,Fuga ITAM,Fuga ITAM,null,null,null,null,null,null,null,2025-11-19 08:02:43.111662+00,false,"[""FUGA"",""agua""]",{},2025-11-18 08:02:43.111662+00,2025-11-18 08:02:43.111662+00,null,null
f7ca5d0a-c564-4e48-b013-4d97dc1c8aea,TKT-2025-189589,null,reportes_fugas,FUG,abierto,media,email,Fuga anahuac Cancun,Fuga anahuac Cancun,null,null,null,null,null,null,null,2025-11-19 08:06:29.956239+00,false,[],{},2025-11-18 08:06:29.956239+00,2025-11-18 08:06:29.956239+00,null,null
b6f06b46-b54f-4581-afbf-bac2304f242f,TKT-2025-450592,null,reportes_fugas,ACT,abierto,media,telefono,Fuga Centro historico,Fuga Centro historico,null,null,null,null,null,null,null,2025-11-19 19:00:50.908212+00,false,[],{},2025-11-18 19:00:50.908212+00,2025-11-18 19:00:50.908212+00,null,null
7d44f9c4-3dae-4de1-9e11-344358819e0f,TKT-2025-002048,null,reportes_fugas,FUG,abierto,media,telefono,Fuga de agua Tec de Monterrey,Fuga de agua Tec de Monterrey,null,null,null,null,null,null,null,2025-11-22 16:20:02.34648+00,false,[],{},2025-11-21 16:20:02.34648+00,2025-11-21 16:20:02.34648+00,null,null
dedc03ab-4722-48eb-8a3e-03404d30104a,TKT-2025-220166,null,reportes_fugas,FUG,abierto,media,telefono,Fuga de agua Zibata,Fuga de agua Zibata,null,null,null,null,null,null,null,2025-11-22 17:13:40.535147+00,false,[],{},2025-11-21 17:13:40.535147+00,2025-11-21 17:13:40.535147+00,null,null
b33d4b8f-b363-4cd2-a631-436ba79ccc57,TKT-2025-319920,null,reportes_fugas,FUG,abierto,urgente,email,Fuga anahuac CDMX,Fuga anahuac CDMX,null,null,null,null,null,null,null,2025-12-03 04:22:00.282015+00,false,[],{},2025-12-02 04:22:00.282015+00,2025-12-02 04:22:00.282015+00,null,null
ae26df75-3158-4dd4-9f08-604ec835468b,TKT-2025-824208,null,revision_recibo,REV,abierto,alta,telefono,Fuga de agua Tec de Monterrey,Fuga de agua Tec de Monterrey,null,null,null,null,null,null,null,2025-12-03 22:50:24.610927+00,false,[],{},2025-12-02 22:50:24.610927+00,2025-12-02 22:50:24.610927+00,null,null
